year_month,state,district,enrolment_total,demographic_total,biometric_total,demo_update_rate,bio_update_rate,update_imbalance,demo_mom_delta,bio_mom_delta,z_demo_update_rate,z_bio_update_rate
2025-08,Jammu and Kashmir,Badgam,71,537.0,220.0,7.458333333333333,3.0555555555555554,0.4182058047493404,400.0,107.0,-0.30844061478028634,-0.3197520106772523
2025-09,Jammu and Kashmir,Badgam,74,192.0,156.0,2.56,2.08,0.10315186246418338,-345.0,-64.0,-0.48664778983542095,-0.33666027552690264
2025-10,Jammu and Kashmir,Badgam,62,277.0,161.0,4.396825396825397,2.5555555555555554,0.2642369020501139,85.0,5.0,-0.4198219038120564,-0.32841797785531907
2025-11,Jammu and Kashmir,Badgam,45,303.0,175.0,6.586956521739131,3.8043478260869565,0.267223382045929,26.0,14.0,-0.3401423364548872,-0.3067739921980218
2025-12,Jammu and Kashmir,Badgam,14,290.0,169.0,19.333333333333332,11.266666666666667,0.26304347826086955,-13.0,-6.0,0.12358596646089562,-0.17743757190855522
2025-01,Jammu and Kashmir,Bandipore,52,8842.0,12779.0,166.83018867924528,241.11320754716982,-0.18208306354638792,,,3.081069418364844,3.1495455837381567
2025-02,Jammu and Kashmir,Bandipore,71,329.0,296.0,4.569444444444445,4.111111111111111,0.052715654952076675,-8513.0,-12483.0,-0.39824645999013397,-0.35489286702803174
2025-03,Jammu and Kashmir,Bandipore,50,258.0,285.0,5.0588235294117645,5.588235294117647,-0.04963235294117647,-71.0,-11.0,-0.3877528287123326,-0.33305132696856954
2025-04,Jammu and Kashmir,Bandipore,22,312.0,261.0,13.565217391304348,11.347826086956522,0.08885017421602788,54.0,-24.0,-0.20535238816957008,-0.24788696876826571
2025-05,Jammu and Kashmir,Bandipore,38,236.0,164.0,6.051282051282051,4.205128205128205,0.17955112219451372,-76.0,-97.0,-0.3664717929939509,-0.35350268050961126
2025-06,Jammu and Kashmir,Bandipore,53,454.0,292.0,8.407407407407407,5.407407407407407,0.21686746987951808,218.0,128.0,-0.3159499961069653,-0.3357251438195067
2025-07,Jammu and Kashmir,Bandipore,15,111.0,136.0,6.9375,8.5,-0.10080645161290322,-343.0,-156.0,-0.3474688468704225,-0.28999643273631115
2025-08,Jammu and Kashmir,Bandipore,47,396.0,290.0,8.25,6.041666666666667,0.15429403202328967,285.0,154.0,-0.31932524311785515,-0.32634665067819263
2025-09,Jammu and Kashmir,Bandipore,83,222.0,276.0,2.642857142857143,3.2857142857142856,-0.10821643286573146,-174.0,-14.0,-0.43955778159821085,-0.3670976213975416
2025-10,Jammu and Kashmir,Bandipore,64,304.0,276.0,4.676923076923077,4.246153846153846,0.04819277108433735,82.0,0.0,-0.3959418230039652,-0.3528960536652096
2025-11,Jammu and Kashmir,Bandipore,31,192.0,272.0,6.0,8.5,-0.17204301075268819,-112.0,-4.0,-0.36757142097939915,-0.28999643273631115
2025-12,Jammu and Kashmir,Bandipore,6,313.0,245.0,44.714285714285715,35.0,0.12164579606440072,121.0,-27.0,0.462569163177961,0.10184659456939434
2025-01,Jammu and Kashmir,Baramula,257,19124.0,37348.0,74.12403100775194,144.75968992248062,-0.32270288456430507,,,3.1081677873444113,3.156250043515176
2025-02,Jammu and Kashmir,Baramula,180,659.0,1035.0,3.6408839779005526,5.718232044198895,-0.22182890855457227,-18465.0,-36313.0,-0.5806790182867425,-0.4503978646773031
2025-03,Jammu and Kashmir,Baramula,76,823.0,964.0,10.688311688311689,12.519480519480519,-0.07885906040268456,164.0,-71.0,-0.21184075988071155,-0.27397775976193817
2025-04,Jammu and Kashmir,Baramula,52,912.0,1136.0,17.20754716981132,21.433962264150942,-0.10932162030258663,89.0,172.0,0.12935372411277507,-0.042741713854096246
2025-05,Jammu and Kashmir,Baramula,79,500.0,730.0,6.25,9.125,-0.1868399675060926,-412.0,-406.0,-0.44412681099715684,-0.36202844803724316
2025-06,Jammu and Kashmir,Baramula,63,923.0,896.0,14.421875,14.0,0.014835164835164835,423.0,166.0,-0.01643882798186942,-0.23557401623870614
2025-07,Jammu and Kashmir,Baramula,47,341.0,486.0,7.104166666666667,10.125,-0.1751207729468599,-582.0,-410.0,-0.39942264961123763,-0.33608907741190225
2025-08,Jammu and Kashmir,Baramula,97,915.0,872.0,9.33673469387755,8.89795918367347,0.024049217002237135,574.0,386.0,-0.28257767627253116,-0.367917743919017
2025-09,Jammu and Kashmir,Baramula,86,608.0,1002.0,6.988505747126437,11.517241379310345,-0.244568590937306,-307.0,130.0,-0.4054759464851931,-0.29997521227403534
2025-10,Jammu and Kashmir,Baramula,109,709.0,1007.0,6.445454545454545,9.154545454545454,-0.17355853232382062,101.0,5.0,-0.4338973887021971,-0.3612620575414945
2025-11,Jammu and Kashmir,Baramula,81,614.0,973.0,7.487804878048781,11.865853658536585,-0.2260705289672544,-95.0,-34.0,-0.37934433798341555,-0.2909324291586411
2025-12,Jammu and Kashmir,Baramula,43,578.0,786.0,13.136363636363637,17.863636363636363,-0.1523809523809524,-36.0,-187.0,-0.08371809525613241,-0.135353720640798
2025-01,Jammu and Kashmir,Budgam,24,14444.0,13977.0,577.76,559.08,0.016430933783688692,,,3.173290474367782,3.1599075617262433
2025-02,Jammu and Kashmir,Budgam,30,189.0,434.0,6.096774193548387,14.0,-0.3926282051282051,-14255.0,-13543.0,-0.3142096908097796,-0.3346490571835471
2025-03,Jammu and Kashmir,Budgam,13,147.0,286.0,10.5,20.428571428571427,-0.32027649769585254,-42.0,-148.0,-0.2873472829547862,-0.2934349109374022
2025-04,Jammu and Kashmir,Budgam,6,169.0,395.0,24.142857142857142,56.42857142857143,-0.4,22.0,109.0,-0.20411739446215613,-0.06263569195899085
2025-05,Jammu and Kashmir,Budgam,17,133.0,273.0,7.388888888888889,15.166666666666666,-0.343980343980344,-36.0,-122.0,-0.30632698992925445,-0.32716945286480226
2025-06,Jammu and Kashmir,Budgam,11,217.0,252.0,18.083333333333332,21.0,-0.07446808510638298,84.0,-21.0,-0.24108424720451974,-0.2897714312710782
2025-07,Jammu and Kashmir,Budgam,16,51.0,150.0,3.0,8.823529411764707,-0.4900990099009901,-166.0,-102.0,-0.33310193369680796,-0.3678358729843644
2025-08,Jammu and Kashmir,Budgam,31,257.0,301.0,8.03125,9.40625,-0.07871198568872988,206.0,151.0,-0.30240818882403503,-0.36409999918860475
2025-09,Jammu and Kashmir,Budgam,28,166.0,226.0,5.724137931034483,7.793103448275862,-0.15267175572519084,-91.0,-75.0,-0.3164830030824644,-0.3744420259729283
2025-10,Jammu and Kashmir,Budgam,25,203.0,371.0,7.8076923076923075,14.26923076923077,-0.2921739130434783,37.0,145.0,-0.30377202937499914,-0.3329229946484521
2025-11,Jammu and Kashmir,Budgam,20,155.0,405.0,7.380952380952381,19.285714285714285,-0.44563279857397503,-48.0,34.0,-0.3063754075490873,-0.3007618702700502
2025-12,Jammu and Kashmir,Budgam,9,153.0,487.0,15.3,48.7,-0.5210608424336973,-2.0,82.0,-0.25806430647989226,-0.1121842544460228
2025-01,Jammu and Kashmir,Doda,63,3918.0,21340.0,61.21875,333.4375,-0.6897343521121184,,,2.4776185823213464,3.074782683211511
2025-02,Jammu and Kashmir,Doda,191,148.0,695.0,0.7708333333333334,3.6197916666666665,-0.6481042654028436,-3770.0,-20645.0,-0.6126961011231544,-0.4228094384980678
2025-03,Jammu and Kashmir,Doda,57,208.0,589.0,3.586206896551724,10.155172413793103,-0.4774436090225564,60.0,-106.0,-0.46876408920994667,-0.353504196129395
2025-04,Jammu and Kashmir,Doda,7,372.0,725.0,46.5,90.625,-0.3214936247723133,164.0,136.0,1.7251431992941053,0.499847906834084
2025-05,Jammu and Kashmir,Doda,71,244.0,467.0,3.388888888888889,6.486111111111111,-0.31320224719101125,-128.0,-258.0,-0.4788516947059476,-0.39241320429386983
2025-06,Jammu and Kashmir,Doda,63,391.0,677.0,6.109375,10.578125,-0.2675397567820393,147.0,210.0,-0.3397706702657864,-0.3490189438339699
2025-07,Jammu and Kashmir,Doda,37,151.0,586.0,3.973684210526316,15.421052631578947,-0.5894308943089431,-240.0,-91.0,-0.4489548567515247,-0.2976615269875069
2025-08,Jammu and Kashmir,Doda,76,484.0,651.0,6.285714285714286,8.454545454545455,-0.14700704225352113,333.0,65.0,-0.3307555724102887,-0.37153870217423113
2025-09,Jammu and Kashmir,Doda,96,230.0,516.0,2.3711340206185567,5.319587628865979,-0.3828647925033467,-254.0,-135.0,-0.5308829802654929,-0.4047837448628021
2025-10,Jammu and Kashmir,Doda,68,268.0,553.0,3.8840579710144927,8.014492753623188,-0.3467153284671533,38.0,37.0,-0.45353687213367,-0.37620529472215825
2025-11,Jammu and Kashmir,Doda,34,241.0,483.0,6.885714285714286,13.8,-0.33379310344827584,-27.0,-70.0,-0.3000814166690508,-0.31485217736749466
2025-12,Jammu and Kashmir,Doda,32,267.0,527.0,8.090909090909092,15.969696969696969,-0.3270440251572327,26.0,44.0,-0.23846752808059032,-0.2918433611760982
2025-01,Jammu and Kashmir,Ganderbal,22,3315.0,7893.0,144.1304347826087,343.17391304347825,-0.40842180390757427,,,3.1615479520058414,3.1724361830396575
2025-02,Jammu and Kashmir,Ganderbal,51,220.0,201.0,4.230769230769231,3.8653846153846154,0.045023696682464455,-3095.0,-7692.0,-0.4062506566001239,-0.3469374194085508
2025-03,Jammu and Kashmir,Ganderbal,15,108.0,228.0,6.75,14.25,-0.3560830860534125,-112.0,27.0,-0.3420038408714018,-0.2392261826014333
2025-04,Jammu and Kashmir,Ganderbal,10,177.0,200.0,16.09090909090909,18.181818181818183,-0.06084656084656084,69.0,-28.0,-0.10378681350251777,-0.19844460489449606
2025-05,Jammu and Kashmir,Ganderbal,12,139.0,143.0,10.692307692307692,11.0,-0.014134275618374558,-38.0,-57.0,-0.2414649307615696,-0.2729358104169941
2025-06,Jammu and Kashmir,Ganderbal,17,208.0,179.0,11.555555555555555,9.944444444444445,0.07474226804123711,69.0,36.0,-0.21944990654239765,-0.283884236545125
2025-07,Jammu and Kashmir,Ganderbal,10,131.0,121.0,11.909090909090908,11.0,0.039525691699604744,-77.0,-58.0,-0.21043385251924446,-0.2729358104169941
2025-08,Jammu and Kashmir,Ganderbal,25,279.0,188.0,10.73076923076923,7.230769230769231,0.19444444444444445,148.0,67.0,-0.24048406334586392,-0.31203100007291085
2025-09,Jammu and Kashmir,Ganderbal,41,182.0,166.0,4.333333333333333,3.9523809523809526,0.045845272206303724,-97.0,-22.0,-0.4036350101582421,-0.34603507659579263
2025-10,Jammu and Kashmir,Ganderbal,26,163.0,191.0,6.037037037037037,7.074074074074074,-0.07887323943661972,-19.0,25.0,-0.3601862164847608,-0.3136562725075861
2025-11,Jammu and Kashmir,Ganderbal,25,130.0,162.0,5.0,6.230769230769231,-0.10921501706484642,-33.0,-29.0,-0.3866333082860103,-0.32240319324692956
2025-12,Jammu and Kashmir,Ganderbal,14,157.0,178.0,10.466666666666667,11.866666666666667,-0.0625,27.0,16.0,-0.24721935293370959,-0.2639465763328446
2025-01,Jammu and Kashmir,Jammu,157,12687.0,56922.0,80.29746835443038,360.26582278481015,-0.6354690418043385,,,3.1199934374595455,3.16554376234543
2025-02,Jammu and Kashmir,Jammu,169,787.0,1718.0,4.629411764705883,10.105882352941176,-0.3715083798882682,-11900.0,-55204.0,-0.5204898625671127,-0.3599655074705103
2025-03,Jammu and Kashmir,Jammu,48,638.0,1181.0,13.020408163265307,24.102040816326532,-0.29835164835164835,-149.0,-537.0,-0.11678870204744835,-0.21904822737382046
2025-04,Jammu and Kashmir,Jammu,50,938.0,1912.0,18.392156862745097,37.490196078431374,-0.3416345142055419,300.0,731.0,0.14165273696595576,-0.08425249538896924
2025-05,Jammu and Kashmir,Jammu,87,501.0,993.0,5.693181818181818,11.284090909090908,-0.3290969899665552,-437.0,-919.0,-0.4693105764947187,-0.3481029706498812
2025-06,Jammu and Kashmir,Jammu,86,1025.0,1426.0,11.781609195402298,16.39080459770115,-0.1635399673735726,524.0,433.0,-0.17638884453621373,-0.29668713357472504
2025-07,Jammu and Kashmir,Jammu,52,460.0,1153.0,8.679245283018869,21.754716981132077,-0.42936802973977695,-565.0,-273.0,-0.32564738932578546,-0.24268174733053333
2025-08,Jammu and Kashmir,Jammu,103,1138.0,1677.0,10.942307692307692,16.125,-0.19140625,678.0,524.0,-0.2167686724769529,-0.29936332940683347
2025-09,Jammu and Kashmir,Jammu,148,817.0,1610.0,5.483221476510067,10.805369127516778,-0.3266062602965404,-321.0,-67.0,-0.4794120268553151,-0.35292287688050494
2025-10,Jammu and Kashmir,Jammu,159,1212.0,1507.0,7.575,9.41875,-0.10845588235294118,395.0,-103.0,-0.3787739884898151,-0.36688375025092884
2025-11,Jammu and Kashmir,Jammu,103,787.0,1544.0,7.5673076923076925,14.846153846153847,-0.32461406518010294,-425.0,37.0,-0.37914407487705176,-0.3122391140111272
2025-12,Jammu and Kashmir,Jammu,82,939.0,1470.0,11.313253012048193,17.710843373493976,-0.22033195020746887,152.0,-74.0,-0.19892203675508702,-0.2833966100075965
2025-01,Jammu and Kashmir,Kargil,21,485.0,1259.0,22.045454545454547,57.22727272727273,-0.44355300859598856,,,2.363846075983635,3.122405165898837
2025-02,Jammu and Kashmir,Kargil,18,50.0,37.0,2.6315789473684212,1.9473684210526316,0.14772727272727273,-435.0,-1222.0,-0.9339971686788887,-0.4709973783263288
2025-03,Jammu and Kashmir,Kargil,12,38.0,43.0,2.923076923076923,3.3076923076923075,-0.06097560975609756,-12.0,6.0,-0.8844802844706756,-0.38257118843744264
2025-04,Jammu and Kashmir,Kargil,7,87.0,43.0,10.875,5.375,0.33587786259541985,49.0,0.0,0.4663162460217755,-0.24818838125883386
2025-05,Jammu and Kashmir,Kargil,12,62.0,34.0,4.769230769230769,2.6153846153846154,0.28865979381443296,-25.0,-9.0,-0.570873351151993,-0.4275738029344651
2025-06,Jammu and Kashmir,Kargil,13,68.0,42.0,4.857142857142857,3.0,0.23423423423423423,6.0,8.0,-0.5559396876606272,-0.4025723504361193
2025-07,Jammu and Kashmir,Kargil,6,19.0,32.0,2.7142857142857144,4.571428571428571,-0.25,-49.0,-10.0,-0.9199477352626696,-0.30042355880002064
2025-08,Jammu and Kashmir,Kargil,10,75.0,39.0,6.818181818181818,3.5454545454545454,0.3130434782608696,56.0,7.0,-0.22281717137027304,-0.36711574507482886
2025-09,Jammu and Kashmir,Kargil,7,65.0,43.0,8.125,5.375,0.2018348623853211,-10.0,4.0,-0.0008274150675123259,-0.24818838125883386
2025-10,Jammu and Kashmir,Kargil,18,93.0,56.0,4.894736842105263,2.9473684210526314,0.24666666666666667,28.0,13.0,-0.5495535815623457,-0.4059936018306297
2025-11,Jammu and Kashmir,Kargil,5,74.0,53.0,12.333333333333334,8.833333333333334,0.1640625,-19.0,-3.0,0.7140439450842767,-0.02338365421120771
2025-12,Jammu and Kashmir,Kargil,6,102.0,81.0,14.571428571428571,11.571428571428571,0.11413043478260869,28.0,28.0,1.0942301281352989,0.15460287666987316
2025-01,Jammu and Kashmir,Kathua,42,9555.0,24465.0,222.2093023255814,568.953488372093,-0.43825872255371684,,,3.1594388808089535,3.1705205931154374
2025-02,Jammu and Kashmir,Kathua,58,271.0,505.0,4.593220338983051,8.559322033898304,-0.30115830115830117,-9284.0,-23960.0,-0.3498966177415661,-0.31387214297854693
2025-03,Jammu and Kashmir,Kathua,28,308.0,567.0,10.620689655172415,19.551724137931036,-0.295662100456621,37.0,62.0,-0.25269602555817217,-0.24552409736309536
2025-04,Jammu and Kashmir,Kathua,18,488.0,705.0,25.68421052631579,37.10526315789474,-0.18174204355108878,180.0,138.0,-0.009777634400318307,-0.1363805203455715
2025-05,Jammu and Kashmir,Kathua,75,248.0,494.0,3.263157894736842,6.5,-0.3310901749663526,-240.0,-211.0,-0.3713455626369601,-0.3266764995675539
2025-06,Jammu and Kashmir,Kathua,46,503.0,460.0,10.702127659574469,9.787234042553191,0.044605809128630707,255.0,-34.0,-0.2513827343842375,-0.3062372889052488
2025-07,Jammu and Kashmir,Kathua,44,162.0,404.0,3.6,8.977777777777778,-0.42680776014109345,-341.0,-56.0,-0.36591355620335797,-0.31127028835204723
2025-08,Jammu and Kashmir,Kathua,112,673.0,594.0,5.95575221238938,5.256637168141593,0.062302839116719244,511.0,190.0,-0.3279240620940205,-0.3344074230494413
2025-09,Jammu and Kashmir,Kathua,84,358.0,613.0,4.211764705882353,7.211764705882353,-0.2623456790123457,-315.0,19.0,-0.35604807393056587,-0.32225092214373785
2025-10,Jammu and Kashmir,Kathua,96,496.0,597.0,5.11340206185567,6.154639175257732,-0.0923217550274223,138.0,-16.0,-0.3415080272977474,-0.32882386801167357
2025-11,Jammu and Kashmir,Kathua,48,349.0,602.0,7.122448979591836,12.285714285714286,-0.2657563025210084,-147.0,5.0,-0.3091095960682979,-0.2907023548651057
2025-12,Jammu and Kashmir,Kathua,38,484.0,707.0,12.41025641025641,18.128205128205128,-0.18708053691275167,135.0,105.0,-0.22383699049370995,-0.2543751875334153
2025-01,Jammu and Kashmir,Kishtwar,11,3186.0,14626.0,265.5,1218.8333333333333,-0.6422275865940605,,,3.1513505960584456,3.1692555270506197
2025-02,Jammu and Kashmir,Kishtwar,33,68.0,202.0,2.0,5.9411764705882355,-0.4944649446494465,-3118.0,-14424.0,-0.35037237965023216,-0.3173682287567868
2025-03,Jammu and Kashmir,Kishtwar,26,67.0,229.0,2.4814814814814814,8.481481481481481,-0.5454545454545454,-1.0,27.0,-0.3439738416385359,-0.3100657758982518
2025-04,Jammu and Kashmir,Kishtwar,2,107.0,250.0,35.666666666666664,83.33333333333333,-0.3994413407821229,40.0,21.0,0.09703308593683481,-0.09489392953402744
2025-05,Jammu and Kashmir,Kishtwar,29,75.0,188.0,2.5,6.266666666666667,-0.42803030303030304,-32.0,-62.0,-0.34372774402270145,-0.31643256284163657
2025-06,Jammu and Kashmir,Kishtwar,25,157.0,203.0,6.038461538461538,7.8076923076923075,-0.12742382271468145,82.0,15.0,-0.29670416881248424,-0.3120026746789445
2025-07,Jammu and Kashmir,Kishtwar,20,64.0,171.0,3.0476190476190474,8.142857142857142,-0.4533898305084746,-93.0,-32.0,-0.33645028595445353,-0.31103919769561594
2025-08,Jammu and Kashmir,Kishtwar,20,140.0,306.0,6.666666666666667,14.571428571428571,-0.3713646532438479,76.0,135.0,-0.2883557804599456,-0.2925593932612812
2025-09,Jammu and Kashmir,Kishtwar,37,117.0,210.0,3.0789473684210527,5.526315789473684,-0.28353658536585363,-23.0,-96.0,-0.3360339554013501,-0.31856080230748546
2025-10,Jammu and Kashmir,Kishtwar,29,101.0,186.0,3.3666666666666667,6.2,-0.2951388888888889,-16.0,-24.0,-0.33221037560164823,-0.3166242052579926
2025-11,Jammu and Kashmir,Kishtwar,22,101.0,247.0,4.391304347826087,10.73913043478261,-0.4183381088825215,0.0,61.0,-0.3185936875185636,-0.3035758563878363
2025-12,Jammu and Kashmir,Kishtwar,13,79.0,284.0,5.642857142857143,20.285714285714285,-0.5631868131868132,-22.0,37.0,-0.30196146293536563,-0.27613290043076155
2025-01,Jammu and Kashmir,Kulgam,31,7843.0,17198.0,245.09375,537.4375,-0.37357239837073714,,,3.163211707210319,3.1656625858498675
2025-02,Jammu and Kashmir,Kulgam,48,257.0,337.0,5.244897959183674,6.877551020408164,-0.13445378151260504,-7586.0,-16861.0,-0.3384993381661004,-0.35117811434136553
2025-03,Jammu and Kashmir,Kulgam,9,158.0,232.0,15.8,23.2,-0.18925831202046037,-99.0,-105.0,-0.18439846552522618,-0.2429840205191206
2025-04,Jammu and Kashmir,Kulgam,18,215.0,293.0,11.31578947368421,15.421052631578947,-0.15324165029469547,57.0,61.0,-0.24986640250380734,-0.2945471261823432
2025-05,Jammu and Kashmir,Kulgam,20,96.0,248.0,4.571428571428571,11.80952380952381,-0.4405797101449275,-119.0,-45.0,-0.3483317604343697,-0.31848630888119733
2025-06,Jammu and Kashmir,Kulgam,14,270.0,289.0,18.0,19.266666666666666,-0.033928571428571426,174.0,41.0,-0.15227921944888,-0.26905629902542305
2025-07,Jammu and Kashmir,Kulgam,12,39.0,162.0,3.0,12.461538461538462,-0.6089108910891089,-231.0,-127.0,-0.3712740790603312,-0.3141644001699645
2025-08,Jammu and Kashmir,Kulgam,36,250.0,355.0,6.756756756756757,9.594594594594595,-0.17326732673267325,211.0,193.0,-0.3164267178243101,-0.3331680677023957
2025-09,Jammu and Kashmir,Kulgam,52,152.0,308.0,2.8679245283018866,5.811320754716981,-0.3383947939262473,-98.0,-47.0,-0.3732023356858408,-0.3582456700461832
2025-10,Jammu and Kashmir,Kulgam,29,240.0,431.0,8.0,14.366666666666667,-0.28422619047619047,88.0,123.0,-0.2982757925231808,-0.3015361714019184
2025-11,Jammu and Kashmir,Kulgam,31,53.0,367.0,1.65625,11.46875,-0.7458432304038005,-187.0,-64.0,-0.39089236856719034,-0.3207451435429495
2025-12,Jammu and Kashmir,Kulgam,6,132.0,354.0,18.857142857142858,50.57142857142857,-0.45585215605749485,79.0,-13.0,-0.13976522747108278,-0.06155126403700653
2025-01,Jammu and Kashmir,Kupwara,75,30560.0,32301.0,402.10526315789474,425.0131578947368,-0.027695587159174063,,,3.1741701782394163,3.1729666325901853
2025-02,Jammu and Kashmir,Kupwara,104,479.0,751.0,4.561904761904762,7.152380952380953,-0.22095857026807472,-30081.0,-31550.0,-0.3160084954701369,-0.30763320623725515
2025-03,Jammu and Kashmir,Kupwara,80,549.0,665.0,6.777777777777778,8.209876543209877,-0.09547325102880659,70.0,-86.0,-0.2965545350899338,-0.2988247245943188
2025-04,Jammu and Kashmir,Kupwara,58,550.0,809.0,9.322033898305085,13.711864406779661,-0.19044117647058822,1.0,144.0,-0.27421757922140133,-0.2529955414599244
2025-05,Jammu and Kashmir,Kupwara,78,452.0,543.0,5.7215189873417724,6.8734177215189876,-0.09136546184738956,-98.0,-266.0,-0.3058278176802213,-0.3099568494934655
2025-06,Jammu and Kashmir,Kupwara,86,766.0,564.0,8.804597701149426,6.482758620689655,0.1517655897821187,314.0,21.0,-0.2787603410162523,-0.3132108711160086
2025-07,Jammu and Kashmir,Kupwara,44,276.0,435.0,6.133333333333334,9.666666666666666,-0.22331460674157302,-490.0,-129.0,-0.3022123487821705,-0.28669029191075396
2025-08,Jammu and Kashmir,Kupwara,92,875.0,654.0,9.408602150537634,7.032258064516129,0.14444444444444443,599.0,219.0,-0.27345756484465156,-0.30863377802387076
2025-09,Jammu and Kashmir,Kupwara,89,551.0,599.0,6.122222222222222,6.655555555555556,-0.04170286707211121,-324.0,-55.0,-0.3023098972941056,-0.3117715472626307
2025-10,Jammu and Kashmir,Kupwara,95,411.0,492.0,4.28125,5.125,-0.08960176991150443,-140.0,-107.0,-0.3184724663653551,-0.3245204141435201
2025-11,Jammu and Kashmir,Kupwara,66,476.0,707.0,7.104477611940299,10.552238805970148,-0.19510135135135134,65.0,215.0,-0.2936863176494535,-0.2793138583821412
2025-12,Jammu and Kashmir,Kupwara,32,539.0,744.0,16.333333333333332,22.545454545454547,-0.15965732087227413,63.0,37.0,-0.21266281482573418,-0.1794155499662961
2025-01,Jammu and Kashmir,Leh,2,387.0,1126.0,129.0,375.3333333333333,-0.48811096433289297,,,2.797370133442169,2.843920663817478
2025-02,Jammu and Kashmir,Leh,7,66.0,56.0,8.25,7.0,0.08130081300813008,-321.0,-1070.0,-0.3089473616317203,-0.3102256871574608
2025-04,Jammu and Kashmir,Leh,1,53.0,31.0,26.5,15.5,0.25882352941176473,-13.0,-25.0,0.16053747716826705,-0.2374376944426545
2025-05,Jammu and Kashmir,Leh,5,16.0,14.0,2.6666666666666665,2.3333333333333335,0.06451612903225806,-37.0,-17.0,-0.45257970957509547,-0.3501877223734328
2025-06,Jammu and Kashmir,Leh,5,37.0,35.0,6.166666666666667,5.833333333333333,0.0273972602739726,21.0,21.0,-0.36254152131208417,-0.3202161959614538
2025-08,Jammu and Kashmir,Leh,6,56.0,15.0,8.0,2.142857142857143,0.5694444444444444,19.0,-20.0,-0.315378660793364,-0.35181882585163576
2025-09,Jammu and Kashmir,Leh,3,19.0,45.0,4.75,11.25,-0.4,-37.0,30.0,-0.3989855498947316,-0.27383169080005765
2025-10,Jammu and Kashmir,Leh,11,32.0,14.0,2.6666666666666665,1.1666666666666667,0.3829787234042553,13.0,-31.0,-0.45257970957509547,-0.3601782311774259
2025-11,Jammu and Kashmir,Leh,13,34.0,45.0,2.4285714285714284,3.2142857142857144,-0.1375,2.0,31.0,-0.4587047563957085,-0.34264386878674424
2025-12,Jammu and Kashmir,Leh,5,73.0,51.0,12.166666666666666,8.5,0.176,39.0,6.0,-0.2081903414326363,-0.2973807472666126
2025-01,Jammu and Kashmir,Pulwama,45,12629.0,14527.0,274.54347826086956,315.80434782608694,-0.06988989947343227,,,3.129045876199027,2.9200034736035314
2025-02,Jammu and Kashmir,Pulwama,112,353.0,807.0,3.1238938053097347,7.1415929203539825,-0.39104220499569337,-12276.0,-13720.0,-0.3949730262394555,-0.5120052810802748
2025-03,Jammu and Kashmir,Pulwama,28,361.0,853.0,12.448275862068966,29.413793103448278,-0.4049382716049383,8.0,46.0,-0.2739084439342023,-0.26436158322695097
2025-04,Jammu and Kashmir,Pulwama,25,348.0,1335.0,13.384615384615385,51.34615384615385,-0.586104513064133,-13.0,482.0,-0.2617513323419322,-0.020496546439997616
2025-05,Jammu and Kashmir,Pulwama,31,263.0,537.0,8.21875,16.78125,-0.34207240948813983,-85.0,-798.0,-0.3288231587886268,-0.404822321802928
2025-06,Jammu and Kashmir,Pulwama,39,293.0,562.0,7.325,14.05,-0.3142523364485981,30.0,25.0,-0.340427302610349,-0.4351909806781879
2025-07,Jammu and Kashmir,Pulwama,21,161.0,510.0,7.318181818181818,23.181818181818183,-0.5193452380952381,-132.0,-52.0,-0.34051582754732335,-0.33365466167607083
2025-08,Jammu and Kashmir,Pulwama,57,512.0,606.0,8.827586206896552,10.448275862068966,-0.0840035746201966,351.0,96.0,-0.32091823805162045,-0.475238406475027
2025-09,Jammu and Kashmir,Pulwama,59,316.0,493.0,5.266666666666667,8.216666666666667,-0.21851851851851853,-196.0,-113.0,-0.3671519974724971,-0.500051579343884
2025-10,Jammu and Kashmir,Pulwama,74,295.0,735.0,3.933333333333333,9.8,-0.4267701260911736,-21.0,242.0,-0.3844635407030384,-0.4824465597060522
2025-11,Jammu and Kashmir,Pulwama,40,252.0,730.0,6.146341463414634,17.804878048780488,-0.4862665310274669,-43.0,-5.0,-0.355730601267957,-0.39344064270780216
2025-12,Jammu and Kashmir,Pulwama,6,364.0,940.0,52.0,134.28571428571428,-0.4413793103448276,112.0,210.0,0.23961759275797515,0.9017050895336439
2025-01,Jammu and Kashmir,Punch,239,15255.0,26000.0,63.5625,108.33333333333333,-0.26044696528989725,,,2.983732958259848,2.982705172449706
2025-02,Jammu and Kashmir,Punch,75,245.0,755.0,3.223684210526316,9.93421052631579,-0.5094905094905094,-15010.0,-25245.0,-0.5189068524804498,-0.5168374493543885
2025-03,Jammu and Kashmir,Punch,36,339.0,748.0,9.162162162162161,20.216216216216218,-0.3759191176470588,94.0,-7.0,-0.17418100699523065,-0.15116023473116416
2025-04,Jammu and Kashmir,Punch,17,449.0,791.0,24.944444444444443,43.94444444444444,-0.2755842062852538,110.0,43.0,0.7419730391686468,0.6927288534615783
2025-05,Jammu and Kashmir,Punch,62,246.0,573.0,3.9047619047619047,9.095238095238095,-0.39878048780487807,-203.0,-218.0,-0.4793706134140386,-0.5466753147470829
2025-06,Jammu and Kashmir,Punch,37,376.0,638.0,9.894736842105264,16.789473684210527,-0.258128078817734,130.0,65.0,-0.1316553921859874,-0.2730315604361892
